PLZ,Ort,Kanton
8586,Andwil TG,Thurgau
8586,Kümmertshausen,Thurgau
8586,Riedt b. Erlen,Thurgau
8586,Buchackern,Thurgau
8586,Engishofen,Thurgau
8586,Ennetaach,Thurgau
8586,Buch b. Kümmertshausen,Thurgau
8586,Erlen,Thurgau
8587,Oberaach,Thurgau
8588,Zihlschlacht,Thurgau
8589,Sitterdorf,Thurgau
8590,Romanshorn,Thurgau
8592,Uttwil,Thurgau
8593,Kesswil,Thurgau
8594,Güttingen,Thurgau
8595,Altnau,Thurgau
8596,Münsterlingen,Thurgau
8596,Scherzingen,Thurgau
8597,Landschlacht,Thurgau
8598,Bottighofen,Thurgau
8599,Salmsach,Thurgau
8600,Dübendorf,Zürich
8602,Wangen b. Dübendorf,Zürich
8603,Schwerzenbach,Zürich
8604,Volketswil,Zürich
8605,Gutenswil,Zürich
8606,Nänikon,Zürich
8606,Greifensee,Zürich
8607,Aathal-Seegräben,Zürich
8608,Bubikon,Zürich
8610,Uster,Zürich
8614,Sulzbach,Zürich
8614,Bertschikon (Gossau ZH),Zürich
8615,Wermatswil,Zürich
8615,Freudwil,Zürich
8616,Riedikon,Zürich
8617,Mönchaltorf,Zürich
8618,Oetwil am See,Zürich
8620,Wetzikon ZH,Zürich
8623,Wetzikon ZH,Zürich
8624,Grüt (Gossau ZH),Zürich
8625,Gossau ZH,Zürich
8626,Ottikon (Gossau ZH),Zürich
8627,Grüningen,Zürich
8630,Rüti ZH,Zürich
8632,Tann,Zürich
8633,Wolfhausen,Zürich
8634,Hombrechtikon,Zürich
8635,Dürnten,Zürich
8636,Wald ZH,Zürich
8637,Laupen ZH,Zürich
8638,Goldingen,St. Gallen
8639,Faltigberg,Zürich
8640,Rapperswil SG,St. Gallen
8640,Hurden,Schwyz
8645,Jona,St. Gallen
8646,Wagen,St. Gallen
8700,Küsnacht ZH,Zürich
8702,Zollikon,Zürich
8703,Erlenbach ZH,Zürich
8704,Herrliberg,Zürich
8706,Meilen,Zürich
8707,Uetikon am See,Zürich
8708,Männedorf,Zürich
8712,Stäfa,Zürich
8713,Uerikon,Zürich
8714,Feldbach,Zürich
8715,Bollingen,St. Gallen
8716,Schmerikon,St. Gallen
8717,Benken SG,St. Gallen
8718,Schänis,St. Gallen
8722,Kaltbrunn,St. Gallen
8723,Rufi,St. Gallen
8725,Gebertingen,St. Gallen
8725,Ernetschwil,St. Gallen
8726,Ricken SG,St. Gallen
8727,Walde SG,St. Gallen
8730,Uznach,St. Gallen
8732,Neuhaus SG,St. Gallen
8733,Eschenbach SG,St. Gallen
8734,Ermenswil,St. Gallen
8735,Rüeterswil,St. Gallen
8735,St. Gallenkappel,St. Gallen
8737,Gommiswald,St. Gallen
8738,Uetliburg SG,St. Gallen
8739,Rieden SG,St. Gallen
8750,Klöntal,Glarus
8750,Glarus,Glarus
8750,Riedern,Glarus
8751,Urnerboden,Uri
8752,Näfels,Glarus
8753,Mollis,Glarus
8754,Netstal,Glarus
8755,Ennenda,Glarus
8756,Mitlödi,Glarus
8757,Filzbach,Glarus
8758,Obstalden,Glarus
8762,Schwändi b. Schwanden,Glarus
8762,Sool,Glarus
8762,Schwanden GL,Glarus
8765,Engi,Glarus
8766,Matt,Glarus
8767,Elm,Glarus
8772,Nidfurn,Glarus
8773,Haslen GL,Glarus
8774,Leuggelbach,Glarus
8775,Luchsingen,Glarus
8775,Hätzingen,Glarus
8777,Diesbach GL,Glarus
8777,Betschwanden,Glarus
8782,Rüti GL,Glarus
8783,Linthal,Glarus
8784,Braunwald,Glarus
8800,Thalwil,Zürich
8802,Kilchberg ZH,Zürich
8803,Rüschlikon,Zürich
8804,Au ZH,Zürich
8805,Richterswil,Zürich
8806,Bäch SZ,Schwyz
8807,Freienbach,Schwyz
8808,Pfäffikon SZ,Schwyz
8810,Horgen,Zürich
8815,Horgenberg,Zürich
8816,Hirzel,Zürich
8820,Wädenswil,Zürich
8824,Schönenberg ZH,Zürich
8825,Hütten,Zürich
8832,Wilen b. Wollerau,Schwyz
8832,Wollerau,Schwyz
8833,Samstagern,Zürich
8834,Schindellegi,Schwyz
8835,Feusisberg,Schwyz
8836,Bennau,Schwyz
8840,Trachslau,Schwyz
8840,Einsiedeln,Schwyz
8841,Gross,Schwyz
8842,Unteriberg,Schwyz
8843,Oberiberg,Schwyz
8844,Euthal,Schwyz
8845,Studen SZ,Schwyz
8846,Willerzell,Schwyz
8847,Egg SZ,Schwyz
8849,Alpthal,Schwyz
8852,Altendorf,Schwyz
8853,Lachen SZ,Schwyz
8854,Siebnen,Schwyz
8854,Galgenen,Schwyz
8855,Wangen SZ,Schwyz
8856,Tuggen,Schwyz
8857,Vorderthal,Schwyz
8858,Innerthal,Schwyz
8862,Schübelbach,Schwyz
8863,Buttikon SZ,Schwyz
8864,Reichenburg,Schwyz
8865,Bilten,Glarus
8866,Ziegelbrücke,Glarus
8867,Niederurnen,Glarus
8868,Oberurnen,Glarus
8872,Weesen,St. Gallen
8873,Amden,St. Gallen
8874,Mühlehorn,Glarus
8877,Murg,St. Gallen
8878,Quinten,St. Gallen
8880,Walenstadt,St. Gallen
8881,Knoblisbühl,St. Gallen
8881,Tscherlach,St. Gallen
8881,Walenstadtberg,St. Gallen
8882,Unterterzen,St. Gallen
8883,Quarten,St. Gallen
8884,Oberterzen,St. Gallen
8885,Mols,St. Gallen
8886,Mädris-Vermol,St. Gallen
8887,Mels,St. Gallen
8888,Heiligkreuz (Mels),St. Gallen
8889,Plons,St. Gallen
8890,Flums,St. Gallen
8892,Berschis,St. Gallen
8893,Flums Hochwiese,St. Gallen
8894,Flumserberg Saxli,St. Gallen
8895,Flumserberg Portels,St. Gallen
8896,Flumserberg Bergheim,St. Gallen
8897,Flumserberg Tannenheim,St. Gallen
8898,Flumserberg Tannenbodenalp,St. Gallen
8902,Urdorf,Zürich
8903,Birmensdorf ZH,Zürich
8904,Aesch ZH,Zürich
8905,Islisberg,Aargau
8905,Arni AG,Aargau
8906,Bonstetten,Zürich
8907,Wettswil,Zürich
8908,Hedingen,Zürich
8909,Zwillikon,Zürich
8910,Affoltern am Albis,Zürich
8911,Rifferswil,Zürich
8912,Obfelden,Zürich
8913,Ottenbach,Zürich
8914,Aeugstertal,Zürich
8914,Aeugst am Albis,Zürich
8915,Hausen am Albis,Zürich
8916,Jonen,Aargau
8917,Oberlunkhofen,Aargau
8918,Unterlunkhofen,Aargau
8919,Rottenschwil,Aargau
8925,Ebertswil,Zürich
8926,Hauptikon,Zürich
8926,Uerzlikon,Zürich
8926,Kappel am Albis,Zürich
8932,Mettmenstetten,Zürich
8933,Maschwanden,Zürich
8934,Knonau,Zürich
8942,Oberrieden,Zürich
8951,Fahrweid,Zürich
8952,Schlieren,Zürich
8953,Dietikon,Zürich
8954,Geroldswil,Zürich
8955,Oetwil an der Limmat,Zürich
8956,Killwangen,Aargau
8957,Spreitenbach,Aargau
8962,Bergdietikon,Aargau
8964,Rudolfstetten,Aargau
8965,Berikon,Aargau
8966,Oberwil-Lieli,Aargau
8967,Widen,Aargau
9000,St. Gallen,St. Gallen
9007,St. Gallen,St. Gallen
9008,St. Gallen,St. Gallen
9010,St. Gallen,St. Gallen
9011,St. Gallen,St. Gallen
9012,St. Gallen,St. Gallen
9014,St. Gallen,St. Gallen
9015,St. Gallen,St. Gallen
9016,St. Gallen,St. Gallen
9030,Abtwil SG,St. Gallen
9032,Engelburg,St. Gallen
9033,Untereggen,St. Gallen
9034,Eggersriet,St. Gallen
9035,Grub AR,Appenzell Ausserrhoden
9036,Grub SG,St. Gallen
9037,Speicherschwendi,Appenzell Ausserrhoden
9038,Rehetobel,Appenzell Ausserrhoden
9042,Speicher,Appenzell Ausserrhoden
9043,Trogen,Appenzell Ausserrhoden
9044,Wald AR,Appenzell Ausserrhoden
9050,Appenzell Eggerstanden,Appenzell Innerrhoden
9050,Appenzell Enggenhütten,Appenzell Innerrhoden
9050,Appenzell Meistersrüte,Appenzell Innerrhoden
9050,Appenzell Steinegg,Appenzell Innerrhoden
9050,Appenzell Schlatt,Appenzell Innerrhoden
9050,Appenzell,Appenzell Innerrhoden
9052,Niederteufen,Appenzell Ausserrhoden
9053,Teufen AR,Appenzell Ausserrhoden
9054,Haslen AI,Appenzell Innerrhoden
9055,Bühler,Appenzell Ausserrhoden
9056,Gais,Appenzell Ausserrhoden
9057,Schwende,Appenzell Innerrhoden
9057,Wasserauen,Appenzell Innerrhoden
9057,Weissbad,Appenzell Innerrhoden
9058,Brülisau,Appenzell Innerrhoden
9062,Lustmühle,Appenzell Ausserrhoden
9063,Stein AR,Appenzell Ausserrhoden
9064,Hundwil,Appenzell Ausserrhoden
9100,Herisau,Appenzell Ausserrhoden
9103,Schwellbrunn,Appenzell Ausserrhoden
9104,Waldstatt,Appenzell Ausserrhoden
9105,Schönengrund,Appenzell Ausserrhoden
9107,Urnäsch,Appenzell Ausserrhoden
9108,Gontenbad,Appenzell Innerrhoden
9108,Jakobsbad,Appenzell Innerrhoden
9108,Gonten,Appenzell Innerrhoden
9112,Schachen b. Herisau,Appenzell Ausserrhoden
9113,Degersheim,St. Gallen
9114,Hoffeld,St. Gallen
9115,Dicken,St. Gallen
9116,Wolfertswil,St. Gallen
9122,Ebersol,St. Gallen
9122,Mogelsberg,St. Gallen
9123,Nassen,St. Gallen
9125,Brunnadern,St. Gallen
9126,Necker,St. Gallen
9127,St. Peterzell,St. Gallen
9200,Gossau SG,St. Gallen
9203,Niederwil SG,St. Gallen
9204,Andwil SG,St. Gallen
9205,Waldkirch,St. Gallen
9212,Arnegg,St. Gallen
9213,Hauptwil,Thurgau
9214,Kradolf,Thurgau
9215,Schönenberg an der Thur,Thurgau
9215,Buhwil,Thurgau
9216,Heldswil,Thurgau
9216,Hohentannen,Thurgau
9217,Neukirch an der Thur,Thurgau
9220,Bischofszell,Thurgau
9223,Schweizersholz,Thurgau
9223,Halden,Thurgau
9225,Wilen (Gottshaus),Thurgau
9225,St. Pelagiberg,Thurgau
9230,Flawil,St. Gallen
9231,Egg (Flawil),St. Gallen
9240,Niederglatt SG,St. Gallen
9240,Uzwil,St. Gallen
9242,Oberuzwil,St. Gallen
9243,Jonschwil,St. Gallen
9244,Niederuzwil,St. Gallen
9245,Sonnental,St. Gallen
9245,Oberbüren,St. Gallen
9246,Niederbüren,St. Gallen
9247,Henau,St. Gallen
9248,Bichwil,St. Gallen
9249,Oberstetten,St. Gallen
9249,Niederstetten,St. Gallen
9249,Algetshausen,St. Gallen
9300,Wittenbach,St. Gallen
9304,Bernhardzell,St. Gallen
9305,Berg SG,St. Gallen
9306,Freidorf TG,Thurgau
9308,Lömmenschwil,St. Gallen
9312,Häggenschwil,St. Gallen
9313,Muolen,St. Gallen
9314,Steinebrunn,Thurgau
9315,Winden,Thurgau
9315,Neukirch (Egnach),Thurgau
9320,Frasnacht,Thurgau
9320,Stachen,Thurgau
9320,Arbon,Thurgau
9322,Egnach,Thurgau
9323,Steinach,St. Gallen
9325,Roggwil TG,Thurgau
9326,Horn,Thurgau
9327,Tübach,St. Gallen
9400,Rorschach,St. Gallen
9402,Mörschwil,St. Gallen
9403,Goldach,St. Gallen
9404,Rorschacherberg,St. Gallen
9405,Wienacht-Tobel,Appenzell Ausserrhoden
9410,Heiden,Appenzell Ausserrhoden
9411,Reute AR,Appenzell Ausserrhoden
9413,Oberegg,Appenzell Innerrhoden
9414,Schachen b. Reute,Appenzell Ausserrhoden
9422,Staad SG,St. Gallen
9423,Altenrhein,St. Gallen
9424,Rheineck,St. Gallen
9425,Thal,St. Gallen
9426,Lutzenberg,Appenzell Ausserrhoden
9427,Zelg (Wolfhalden),Appenzell Ausserrhoden
9427,Wolfhalden,Appenzell Ausserrhoden
9428,Walzenhausen,Appenzell Ausserrhoden
9430,St. Margrethen SG,St. Gallen
9434,Au SG,St. Gallen
9435,Heerbrugg,St. Gallen
9436,Balgach,St. Gallen
9437,Marbach SG,St. Gallen
9442,Büriswilen,Appenzell Innerrhoden
9442,Berneck,St. Gallen
9443,Widnau,St. Gallen
9444,Diepoldsau,St. Gallen
9445,Rebstein,St. Gallen
9450,Lüchingen,St. Gallen
9450,Altstätten SG,St. Gallen
9451,Kriessern,St. Gallen
9452,Hinterforst,St. Gallen
9453,Eichberg,St. Gallen
9462,Montlingen,St. Gallen
9463,Oberriet SG,St. Gallen
9464,Lienz,St. Gallen
9464,Rüthi (Rheintal),St. Gallen
9465,Salez,St. Gallen
9466,Sennwald,St. Gallen
9467,Frümsen,St. Gallen
9468,Sax,St. Gallen
9469,Haag (Rheintal),St. Gallen
9470,Buchs SG,St. Gallen
9470,Werdenberg,St. Gallen
9472,Grabserberg,St. Gallen
9472,Grabs,St. Gallen
9473,Gams,St. Gallen
9475,Sevelen,St. Gallen
9476,Fontnas,St. Gallen
9476,Weite,St. Gallen
9477,Trübbach,St. Gallen
9478,Azmoos,St. Gallen
9479,Gretschins,St. Gallen
9479,Malans SG,St. Gallen
9479,Oberschan,St. Gallen
9485,Nendeln,Fürstentum Liechtenstein
9486,Schaanwald,Fürstentum Liechtenstein
9487,Gamprin-Bendern,Fürstentum Liechtenstein
9488,Schellenberg,Fürstentum Liechtenstein
9490,Vaduz,Fürstentum Liechtenstein
9491,Ruggell,Fürstentum Liechtenstein
9492,Eschen,Fürstentum Liechtenstein
9493,Mauren FL,Fürstentum Liechtenstein
9494,Schaan,Fürstentum Liechtenstein
9495,Triesen,Fürstentum Liechtenstein
9496,Balzers,Fürstentum Liechtenstein
9497,Triesenberg,Fürstentum Liechtenstein
9498,Planken,Fürstentum Liechtenstein
9500,Wil SG,St. Gallen
9502,Braunau,Thurgau
9503,Stehrenberg,Thurgau
9503,Lanterswil,Thurgau
9504,Friltschen,Thurgau
9506,Lommis,Thurgau
9507,Stettfurt,Thurgau
9508,Weingarten-Kalthäusern,Thurgau
9512,Rossrüti,St. Gallen
9514,Wuppenau,Thurgau
9515,Hosenruck,Thurgau
9517,Mettlen,Thurgau
9523,Züberwangen,St. Gallen
9524,Zuzwil SG,St. Gallen
9525,Lenggenwil,St. Gallen
9526,Zuckenriet,St. Gallen
9527,Niederhelfenschwil,St. Gallen
9532,Rickenbach b. Wil,Thurgau
9533,Kirchberg SG,St. Gallen
9534,Gähwil,St. Gallen
9535,Wilen b. Wil,Thurgau
9536,Schwarzenbach SG,St. Gallen
9542,Münchwilen TG,Thurgau
9543,St. Margarethen TG,Thurgau
9545,Wängi,Thurgau
9546,Tuttwil,Thurgau
9547,Wittenwil,Thurgau
9548,Matzingen,Thurgau
9552,Bronschhofen,St. Gallen
9553,Bettwiesen,Thurgau
9554,Tägerschen,Thurgau
9555,Tobel,Thurgau
9556,Zezikon,Thurgau
9556,Affeltrangen,Thurgau
9562,Buch b. Märwil,Thurgau
9562,Märwil,Thurgau
9565,Rothenhausen,Thurgau
9565,Schmidshof,Thurgau
9565,Oppikon,Thurgau
9565,Oberbussnang,Thurgau
9565,Bussnang,Thurgau
9573,Littenheid,Thurgau
9601,Lütisburg Station,St. Gallen
9602,Müselbach,St. Gallen
9602,Bazenheid,St. Gallen
9604,Oberrindal,St. Gallen
9604,Unterrindal,St. Gallen
9604,Lütisburg,St. Gallen
9606,Bütschwil,St. Gallen
9607,Mosnang,St. Gallen
9608,Ganterschwil,St. Gallen
9612,Dreien,St. Gallen
9613,Mühlrüti,St. Gallen
9614,Libingen,St. Gallen
9615,Dietfurt,St. Gallen
9620,Lichtensteig,St. Gallen
9621,Oberhelfenschwil,St. Gallen
9622,Krinau,St. Gallen
9630,Wattwil,St. Gallen
9631,Ulisbach,St. Gallen
9633,Bächli (Hemberg),St. Gallen
9633,Hemberg,St. Gallen
9642,Ebnat-Kappel,St. Gallen
9643,Krummenau,St. Gallen
9650,Nesslau,St. Gallen
9651,Ennetbühl,St. Gallen
9652,Neu St. Johann,St. Gallen
9655,Stein SG,St. Gallen
9656,Alt St. Johann,St. Gallen
9657,Unterwasser,St. Gallen
9658,Wildhaus,St. Gallen
