PLZ,Ort,Kanton
3998,Gluringen,Wallis
3998,Reckingen VS,Wallis
3999,Oberwald,Wallis
4000,Basel,Basel-Stadt
4001,Basel,Basel-Stadt
4031,Basel Universitätsspital,Basel-Stadt
4051,Basel,Basel-Stadt
4052,Basel,Basel-Stadt
4053,Basel,Basel-Stadt
4054,Basel,Basel-Stadt
4055,Basel,Basel-Stadt
4056,Basel,Basel-Stadt
4057,Basel,Basel-Stadt
4058,Basel,Basel-Stadt
4059,Basel,Basel-Stadt
4101,Bruderholz,Basel-Landschaft
4102,Binningen,Basel-Landschaft
4103,Bottmingen,Basel-Landschaft
4104,Oberwil BL,Basel-Landschaft
4105,Biel-Benken BL,Basel-Landschaft
4106,Therwil,Basel-Landschaft
4107,Ettingen,Basel-Landschaft
4108,Witterswil,Solothurn
4112,Bättwil,Solothurn
4112,Flüh,Solothurn
4114,Hofstetten SO,Solothurn
4115,Mariastein,Solothurn
4116,Metzerlen,Solothurn
4117,Burg im Leimental,Basel-Landschaft
4118,Rodersdorf,Solothurn
4123,Allschwil,Basel-Landschaft
4124,Schönenbuch,Basel-Landschaft
4125,Riehen,Basel-Stadt
4126,Bettingen,Basel-Stadt
4127,Birsfelden,Basel-Landschaft
4132,Muttenz,Basel-Landschaft
4133,Pratteln,Basel-Landschaft
4142,Münchenstein,Basel-Landschaft
4143,Dornach,Solothurn
4144,Arlesheim,Basel-Landschaft
4145,Gempen,Solothurn
4146,Hochwald,Solothurn
4147,Aesch BL,Basel-Landschaft
4148,Pfeffingen,Basel-Landschaft
4153,Reinach BL,Basel-Landschaft
4202,Duggingen,Basel-Landschaft
4203,Grellingen,Basel-Landschaft
4204,Himmelried,Solothurn
4206,Seewen SO,Solothurn
4207,Bretzwil,Basel-Landschaft
4208,Nunningen,Solothurn
4222,Zwingen,Basel-Landschaft
4223,Blauen,Basel-Landschaft
4224,Nenzlingen,Basel-Landschaft
4225,Brislach,Basel-Landschaft
4226,Breitenbach,Solothurn
4227,Büsserach,Solothurn
4228,Erschwil,Solothurn
4229,Beinwil SO,Solothurn
4232,Fehren,Solothurn
4233,Meltingen,Solothurn
4234,Zullwil,Solothurn
4242,Laufen,Basel-Landschaft
4243,Dittingen,Basel-Landschaft
4244,Röschenz,Basel-Landschaft
4245,Kleinlützel,Solothurn
4246,Wahlen b. Laufen,Basel-Landschaft
4247,Grindel,Solothurn
4252,Bärschwil,Solothurn
4253,Liesberg,Basel-Landschaft
4254,Liesberg Dorf,Basel-Landschaft
4302,Augst BL,Basel-Landschaft
4303,Kaiseraugst,Aargau
4304,Giebenach,Basel-Landschaft
4305,Olsberg,Aargau
4310,Rheinfelden,Aargau
4312,Magden,Aargau
4313,Möhlin,Aargau
4314,Zeiningen,Aargau
4315,Zuzgen,Aargau
4316,Hellikon,Aargau
4317,Wegenstetten,Aargau
4322,Mumpf,Aargau
4323,Wallbach,Aargau
4324,Obermumpf,Aargau
4325,Schupfart,Aargau
4332,Stein AG,Aargau
4333,Münchwilen AG,Aargau
4334,Sisseln AG,Aargau
4402,Frenkendorf,Basel-Landschaft
4410,Liestal,Basel-Landschaft
4411,Seltisberg,Basel-Landschaft
4412,Nuglar,Solothurn
4413,Büren SO,Solothurn
4414,Füllinsdorf,Basel-Landschaft
4415,Lausen,Basel-Landschaft
4416,Bubendorf,Basel-Landschaft
4417,Ziefen,Basel-Landschaft
4418,Reigoldswil,Basel-Landschaft
4419,Lupsingen,Basel-Landschaft
4421,St. Pantaleon,Solothurn
4422,Arisdorf,Basel-Landschaft
4423,Hersberg,Basel-Landschaft
4424,Arboldswil,Basel-Landschaft
4425,Titterten,Basel-Landschaft
4426,Lauwil,Basel-Landschaft
4431,Bennwil,Basel-Landschaft
4432,Lampenberg,Basel-Landschaft
4433,Ramlinsburg,Basel-Landschaft
4434,Hölstein,Basel-Landschaft
4435,Niederdorf,Basel-Landschaft
4436,Liedertswil,Basel-Landschaft
4436,Oberdorf BL,Basel-Landschaft
4437,Waldenburg,Basel-Landschaft
4438,Langenbruck,Basel-Landschaft
4441,Thürnen,Basel-Landschaft
4442,Diepflingen,Basel-Landschaft
4443,Wittinsburg,Basel-Landschaft
4444,Rümlingen,Basel-Landschaft
4445,Häfelfingen,Basel-Landschaft
4446,Buckten,Basel-Landschaft
4447,Känerkinden,Basel-Landschaft
4448,Läufelfingen,Basel-Landschaft
4450,Sissach,Basel-Landschaft
4451,Wintersingen,Basel-Landschaft
4452,Itingen,Basel-Landschaft
4453,Nusshof,Basel-Landschaft
4455,Zunzgen,Basel-Landschaft
4456,Tenniken,Basel-Landschaft
4457,Diegten,Basel-Landschaft
4458,Eptingen,Basel-Landschaft
4460,Gelterkinden,Basel-Landschaft
4461,Böckten,Basel-Landschaft
4462,Rickenbach BL,Basel-Landschaft
4463,Buus,Basel-Landschaft
4464,Maisprach,Basel-Landschaft
4465,Hemmiken,Basel-Landschaft
4466,Ormalingen,Basel-Landschaft
4467,Rothenfluh,Basel-Landschaft
4468,Kienberg,Solothurn
4469,Anwil,Basel-Landschaft
4492,Tecknau,Basel-Landschaft
4493,Wenslingen,Basel-Landschaft
4494,Oltingen,Basel-Landschaft
4495,Zeglingen,Basel-Landschaft
4496,Kilchberg BL,Basel-Landschaft
4497,Rünenberg,Basel-Landschaft
4500,Solothurn,Solothurn
4512,Bellach,Solothurn
4513,Langendorf,Solothurn
4514,Lommiswil,Solothurn
4515,Weissenstein b. Solothurn,Solothurn
4515,Oberdorf SO,Solothurn
4522,Rüttenen,Solothurn
4523,Niederwil SO,Solothurn
4524,Balmberg,Solothurn
4524,Oberbalmberg,Solothurn
4524,Günsberg,Solothurn
4525,Balm b. Günsberg,Solothurn
4528,Zuchwil,Solothurn
4532,Feldbrunnen,Solothurn
4533,Riedholz,Solothurn
4534,Flumenthal,Solothurn
4535,Hubersdorf,Solothurn
4535,Kammersrohr,Solothurn
4536,Attiswil,Bern
4537,Wiedlisbach,Bern
4538,Oberbipp,Bern
4539,Rumisberg,Bern
4539,Farnern,Bern
4542,Luterbach,Solothurn
4543,Deitingen,Solothurn
4552,Derendingen,Solothurn
4553,Subingen,Solothurn
4554,Hüniken,Solothurn
4554,Etziken,Solothurn
4556,Bolken,Solothurn
4556,Burgäschi,Solothurn
4556,Steinhof SO,Solothurn
4556,Aeschi SO,Solothurn
4557,Horriwil,Solothurn
4558,Hersiwil,Solothurn
4558,Heinrichswil,Solothurn
4558,Winistorf,Solothurn
4562,Biberist,Solothurn
4563,Gerlafingen,Solothurn
4564,Zielebach,Bern
4564,Obergerlafingen,Solothurn
4565,Recherswil,Solothurn
4566,Halten,Solothurn
4566,Oekingen,Solothurn
4566,Kriegstetten,Solothurn
4571,Ichertswil,Solothurn
4571,Lüterkofen,Solothurn
4573,Lohn-Ammannsegg,Solothurn
4574,Lüsslingen,Solothurn
4574,Nennigkofen,Solothurn
4576,Tscheppach,Solothurn
4577,Hessigkofen,Solothurn
4578,Bibern SO,Solothurn
4579,Gossliwil,Solothurn
4581,Küttigkofen,Solothurn
4582,Brügglen,Solothurn
4583,Aetigkofen,Solothurn
4583,Mühledorf SO,Solothurn
4584,Gächliwil,Solothurn
4584,Lüterswil,Solothurn
4585,Biezwil,Solothurn
4586,Kyburg-Buchegg,Solothurn
4587,Aetingen,Solothurn
4588,Unterramsern,Solothurn
4588,Oberramsern,Solothurn
4588,Brittern,Solothurn
4600,Olten,Solothurn
4612,Wangen b. Olten,Solothurn
4613,Rickenbach SO,Solothurn
4614,Hägendorf,Solothurn
4615,Allerheiligenberg,Solothurn
4616,Kappel SO,Solothurn
4617,Gunzgen,Solothurn
4618,Boningen,Solothurn
4622,Egerkingen,Solothurn
4623,Neuendorf,Solothurn
4624,Härkingen,Solothurn
4625,Oberbuchsiten,Solothurn
4626,Niederbuchsiten,Solothurn
4628,Wolfwil,Solothurn
4629,Fulenbach,Solothurn
4632,Trimbach,Solothurn
4633,Hauenstein,Solothurn
4634,Wisen SO,Solothurn
4652,Winznau,Solothurn
4653,Obergösgen,Solothurn
4654,Lostorf,Solothurn
4655,Rohr b. Olten,Solothurn
4655,Stüsslingen,Solothurn
4656,Starrkirch-Wil,Solothurn
4657,Dulliken,Solothurn
4658,Däniken SO,Solothurn
4663,Aarburg,Aargau
4665,Oftringen,Aargau
4702,Oensingen,Solothurn
4703,Kestenholz,Solothurn
4704,Wolfisberg,Bern
4704,Niederbipp,Bern
4710,Balsthal,Solothurn
4712,Laupersdorf,Solothurn
4713,Matzendorf,Solothurn
4714,Aedermannsdorf,Solothurn
4715,Herbetswil,Solothurn
4716,Gänsbrunnen,Solothurn
4716,Welschenrohr,Solothurn
4717,Mümliswil,Solothurn
4718,Holderbank SO,Solothurn
4719,Ramiswil,Solothurn
4800,Zofingen,Aargau
4802,Strengelbach,Aargau
4803,Vordemwald,Aargau
4805,Brittnau,Aargau
4806,Wikon,Luzern
4812,Mühlethal,Aargau
4813,Uerkheim,Aargau
4814,Bottenwil,Aargau
4852,Rothrist,Aargau
4853,Riken AG,Aargau
4853,Murgenthal,Aargau
4856,Glashütten,Aargau
4900,Langenthal,Bern
4911,Schwarzhäusern,Bern
4912,Aarwangen,Bern
4913,Bannwil,Bern
4914,Roggwil BE,Bern
4915,St. Urban,Luzern
4916,Untersteckholz,Bern
4917,Busswil b. Melchnau,Bern
4917,Melchnau,Bern
4919,Reisiswil,Bern
4922,Thunstetten,Bern
4922,Bützberg,Bern
4923,Wynau,Bern
4924,Obersteckholz,Bern
4932,Gutenburg,Bern
4932,Lotzwil,Bern
4933,Rütschelen,Bern
4934,Madiswil,Bern
4935,Leimiswil,Bern
4936,Kleindietwil,Bern
4937,Ursenbach,Bern
4938,Rohrbachgraben,Bern
4938,Rohrbach,Bern
4942,Walterswil BE,Bern
4943,Oeschenbach,Bern
4944,Auswil,Bern
4950,Huttwil,Bern
4952,Eriswil,Bern
4953,Schwarzenbach (Huttwil),Bern
4954,Wyssachen,Bern
4955,Gondiswil,Bern
5000,Aarau,Aargau
5004,Aarau,Aargau
5012,Eppenberg,Solothurn
5012,Wöschnau,Solothurn
5012,Schönenwerd,Solothurn
5013,Niedergösgen,Solothurn
5014,Gretzenbach,Solothurn
5015,Erlinsbach SO,Solothurn
5017,Barmelweid,Aargau
5018,Erlinsbach,Aargau
5022,Rombach,Aargau
5023,Biberstein,Aargau
5024,Küttigen,Aargau
5025,Asp,Aargau
5026,Densbüren,Aargau
5027,Herznach,Aargau
5028,Ueken,Aargau
5032,Aarau Rohr,Aargau
5033,Buchs AG,Aargau
5034,Suhr,Aargau
5035,Unterentfelden,Aargau
5036,Oberentfelden,Aargau
5037,Muhen,Aargau
5040,Schöftland,Aargau
5042,Hirschthal,Aargau
5043,Holziken,Aargau
5044,Schlossrued,Aargau
5046,Schmiedrued,Aargau
5046,Walde AG,Aargau
5046,Schmiedrued-Walde,Aargau
5053,Wittwil,Aargau
5053,Staffelbach,Aargau
5054,Kirchleerau,Aargau
5054,Moosleerau,Aargau
5056,Attelwil,Aargau
5057,Reitnau,Aargau
5058,Wiliberg,Aargau
5062,Oberhof,Aargau
5063,Wölflinswil,Aargau
5064,Wittnau,Aargau
5070,Frick,Aargau
5072,Oeschgen,Aargau
5073,Gipf-Oberfrick,Aargau
5074,Eiken,Aargau
5075,Hornussen,Aargau
5076,Bözen,Aargau
5077,Elfingen,Aargau
5078,Effingen,Aargau
5079,Zeihen,Aargau
5080,Laufenburg,Aargau
5082,Kaisten,Aargau
5083,Ittenthal,Aargau
5084,Rheinsulz,Aargau
5085,Sulz AG,Aargau
5102,Rupperswil,Aargau
5103,Wildegg,Aargau
5103,Möriken AG,Aargau
5105,Auenstein,Aargau
5106,Veltheim AG,Aargau
5107,Schinznach Dorf,Aargau
5108,Oberflachs,Aargau
5112,Thalheim AG,Aargau
5113,Holderbank AG,Aargau
5116,Schinznach Bad,Aargau
5200,Brugg AG,Aargau
5210,Windisch,Aargau
5212,Hausen AG,Aargau
5213,Villnachern,Aargau
5222,Umiken,Aargau
5223,Riniken,Aargau
5224,Gallenkirch,Aargau
5224,Linn,Aargau
5224,Unterbözberg,Aargau
5225,Oberbözberg,Aargau
5233,Stilli,Aargau
5234,Villigen,Aargau
5235,Rüfenach AG,Aargau
5236,Remigen,Aargau
5237,Mönthal,Aargau
5242,Birr,Aargau
5242,Lupfig,Aargau
5243,Mülligen,Aargau
5244,Birrhard,Aargau
5245,Habsburg,Aargau
5246,Scherz,Aargau
5272,Gansingen,Aargau
5273,Oberhofen AG,Aargau
5274,Mettau,Aargau
5275,Etzgen,Aargau
5276,Wil AG,Aargau
5277,Hottwil,Aargau
5300,Turgi,Aargau
5301,Siggenthal Station,Aargau
5303,Würenlingen,Aargau
5304,Endingen,Aargau
5305,Unterendingen,Aargau
5306,Tegerfelden,Aargau
5312,Döttingen,Aargau
5313,Klingnau,Aargau
5314,Kleindöttingen,Aargau
5315,Böttstein,Aargau
5316,Felsenau AG,Aargau
5316,Leuggern,Aargau
5317,Hettenschwil,Aargau
5318,Mandach,Aargau
5322,Koblenz,Aargau
5323,Rietheim,Aargau
5324,Full-Reuenthal,Aargau
5325,Leibstadt,Aargau
5326,Schwaderloch,Aargau
5330,Bad Zurzach,Aargau
5332,Rekingen AG,Aargau
5333,Baldingen,Aargau
5334,Böbikon,Aargau
5400,Baden,Aargau
5404,Baden,Aargau
5405,Dättwil AG,Aargau
5406,Rütihof,Aargau
5408,Ennetbaden,Aargau
5412,Gebenstorf,Aargau
5413,Birmenstorf AG,Aargau
5415,Hertenstein AG,Aargau
5415,Rieden AG,Aargau
5415,Nussbaumen AG,Aargau
5416,Kirchdorf AG,Aargau
5417,Untersiggenthal,Aargau
5420,Ehrendingen,Aargau
5423,Freienwil,Aargau
5425,Schneisingen,Aargau
5426,Lengnau AG,Aargau
5430,Wettingen,Aargau
5432,Neuenhof,Aargau
5436,Würenlos,Aargau
5442,Fislisbach,Aargau
5443,Niederrohrdorf,Aargau
5444,Künten,Aargau
5445,Eggenwil,Aargau
5452,Oberrohrdorf,Aargau
5453,Remetschwil,Aargau
5454,Bellikon,Aargau
5462,Siglistorf,Aargau
5463,Wislikofen,Aargau
5464,Rümikon AG,Aargau
5465,Mellikon,Aargau
5466,Kaiserstuhl AG,Aargau
5467,Fisibach,Aargau
5502,Hunzenschwil,Aargau
5503,Schafisheim,Aargau
5504,Othmarsingen,Aargau
5505,Brunegg,Aargau
5506,Mägenwil,Aargau
5507,Mellingen,Aargau
5512,Wohlenschwil,Aargau
5522,Tägerig,Aargau
5524,Nesselnbach,Aargau
5524,Niederwil AG,Aargau
5525,Fischbach-Göslikon,Aargau
5600,Lenzburg,Aargau
5600,Ammerswil AG,Aargau
5603,Staufen,Aargau
5604,Hendschiken,Aargau
5605,Dottikon,Aargau
5606,Dintikon,Aargau
5607,Hägglingen,Aargau
5608,Stetten AG,Aargau
5610,Wohlen AG,Aargau
5611,Anglikon,Aargau
5612,Villmergen,Aargau
5613,Hilfikon,Aargau
5614,Sarmenstorf,Aargau
5615,Fahrwangen,Aargau
5616,Meisterschwanden,Aargau
5617,Tennwil,Aargau
5618,Bettwil,Aargau
5619,Büttikon AG,Aargau
5619,Uezwil,Aargau
5620,Bremgarten AG,Aargau
5621,Zufikon,Aargau
5622,Waltenschwil,Aargau
5623,Boswil,Aargau
5624,Waldhäusern AG,Aargau
5624,Bünzen,Aargau
5625,Kallern,Aargau
5626,Hermetschwil-Staffeln,Aargau
5627,Besenbüren,Aargau
5628,Aristau,Aargau
5630,Muri AG,Aargau
5632,Buttwil,Aargau
5634,Merenschwand,Aargau
5636,Benzenschwil,Aargau
5637,Geltwil,Aargau
5637,Beinwil (Freiamt),Aargau
5642,Mühlau,Aargau
5643,Alikon,Aargau
5643,Meienberg,Aargau
5643,Sins,Aargau
5644,Auw,Aargau
5645,Aettenschwil,Aargau
5645,Fenkrieden,Aargau
5646,Abtwil AG,Aargau
5647,Oberrüti,Aargau
5702,Niederlenz,Aargau
5703,Seon,Aargau
5704,Egliswil,Aargau
5705,Hallwil,Aargau
5706,Boniswil,Aargau
5707,Seengen,Aargau
5708,Birrwil,Aargau
5712,Beinwil am See,Aargau
5722,Gränichen,Aargau
5723,Teufenthal AG,Aargau
5724,Dürrenäsch,Aargau
5725,Leutwil,Aargau
5726,Unterkulm,Aargau
5727,Oberkulm,Aargau
5728,Gontenschwil,Aargau
5732,Zetzwil,Aargau
5733,Leimbach AG,Aargau
5734,Reinach AG,Aargau
5735,Pfeffikon LU,Luzern
5736,Burg AG,Aargau
5737,Menziken,Aargau
5742,Kölliken,Aargau
5745,Safenwil,Aargau
5746,Walterswil SO,Solothurn
6000,Luzern,Luzern
6003,Luzern,Luzern
6004,Luzern,Luzern
6005,Luzern,Luzern
6005,St. Niklausen LU,Luzern
6006,Luzern,Luzern
6010,Kriens,Luzern
6010,Pilatus Kulm,Obwalden
6012,Obernau,Luzern
6013,Eigenthal,Luzern
6014,Luzern,Luzern
6015,Luzern,Luzern
6016,Hellbühl,Luzern
6017,Ruswil,Luzern
6018,Buttisholz,Luzern
6019,Sigigen,Luzern
6020,Emmenbrücke,Luzern
6022,Grosswangen,Luzern
6023,Rothenburg,Luzern
6024,Hildisrieden,Luzern
6025,Neudorf,Luzern
6026,Rain,Luzern
6027,Römerswil LU,Luzern
6028,Herlisberg,Luzern
6030,Ebikon,Luzern
6032,Emmen,Luzern
6033,Buchrain,Luzern
6034,Inwil,Luzern
6035,Perlen,Luzern
6036,Dierikon,Luzern
6037,Root,Luzern
6038,Gisikon,Luzern
6038,Honau,Luzern
6039,Root Längenbold,Luzern
6042,Dietwil,Aargau
6043,Adligenswil,Luzern
6044,Udligenswil,Luzern
6045,Meggen,Luzern
6047,Kastanienbaum,Luzern
6048,Horw,Luzern
6052,Hergiswil NW,Nidwalden
6053,Alpnachstad,Obwalden
6055,Alpnach Dorf,Obwalden
6056,Kägiswil,Obwalden
6060,Sarnen,Obwalden
6060,Ramersberg,Obwalden
6062,Wilen (Sarnen),Obwalden
6063,Stalden (Sarnen),Obwalden
6064,Kerns,Obwalden
6066,St. Niklausen OW,Obwalden
6067,Melchtal,Obwalden
6068,Melchsee-Frutt,Obwalden
6072,Sachseln,Obwalden
6073,Flüeli-Ranft,Obwalden
6074,Giswil,Obwalden
6078,Bürglen OW,Obwalden
6078,Lungern,Obwalden
6083,Hasliberg Hohfluh,Bern
6084,Hasliberg Wasserwendi,Bern
6085,Hasliberg Goldern,Bern
6086,Hasliberg Reuti,Bern
6102,Malters,Luzern
6103,Schwarzenberg LU,Luzern
6105,Schachen LU,Luzern
6106,Werthenstein,Luzern
6110,Fontannen b. Wolhusen,Luzern
6110,Wolhusen,Luzern
6112,Doppleschwand,Luzern
6113,Romoos,Luzern
6114,Steinhuserberg,Luzern
6122,Menznau,Luzern
6123,Geiss,Luzern
6125,Menzberg,Luzern
6126,Daiwil,Luzern
6130,Willisau,Luzern
6132,Rohrmatt,Luzern
6133,Hergiswil b. Willisau,Luzern
6142,Gettnau,Luzern
6143,Ohmstal,Luzern
6144,Zell LU,Luzern
6145,Fischbach LU,Luzern
6146,Grossdietwil,Luzern
6147,Altbüron,Luzern
6152,Hüswil,Luzern
6153,Ufhusen,Luzern
6154,Hofstatt,Luzern
6156,Luthern Bad,Luzern
6156,Luthern,Luzern
6162,Rengg,Luzern
6162,Finsterwald b. Entlebuch,Luzern
6162,Entlebuch,Luzern
6163,Ebnet,Luzern
6166,Hasle LU,Luzern
6167,Bramboden,Luzern
6170,Schüpfheim,Luzern
6173,Flühli LU,Luzern
6174,Sörenberg,Luzern
6182,Escholzmatt,Luzern
6192,Wiggen,Luzern
6196,Marbach LU,Luzern
6197,Schangnau,Bern
6203,Sempach Station,Luzern
6204,Sempach,Luzern
6205,Eich,Luzern
6206,Neuenkirch,Luzern
6207,Nottwil,Luzern
6208,Oberkirch LU,Luzern
6210,Sursee,Luzern
6211,Buchs LU,Luzern
6212,Kaltbach,Luzern
6212,St. Erhard,Luzern
6213,Knutwil,Luzern
6214,Schenkon,Luzern
6215,Schwarzenbach Beromünster,Luzern
6215,Beromünster,Luzern
6216,Mauensee,Luzern
6217,Kottwil,Luzern
6218,Ettiswil,Luzern
6221,Rickenbach LU,Luzern
6222,Gunzwil,Luzern
6231,Schlierbach,Luzern
6232,Geuensee,Luzern
6233,Büron,Luzern
6234,Kulmerau,Luzern
6234,Triengen,Luzern
6235,Winikon,Luzern
6236,Wilihof,Luzern
6242,Wauwil,Luzern
6243,Egolzwil,Luzern
6244,Nebikon,Luzern
6245,Ebersecken,Luzern
6246,Altishofen,Luzern
6247,Schötz,Luzern
6248,Alberswil,Luzern
6252,Dagmersellen,Luzern
6253,Uffikon,Luzern
6260,Reidermoos,Luzern
6260,Hintermoos,Luzern
6260,Mehlsecken,Luzern
6260,Reiden,Luzern
6262,Langnau b. Reiden,Luzern
6263,Richenthal,Luzern
6264,Pfaffnau,Luzern
6265,Roggliswil,Luzern
6274,Eschenbach LU,Luzern
6275,Ballwil,Luzern
6276,Hohenrain,Luzern
6277,Kleinwangen,Luzern
6277,Lieli LU,Luzern
6280,Hochdorf,Luzern
6280,Urswil,Luzern
6283,Baldegg,Luzern
6284,Sulz LU,Luzern
6284,Gelfingen,Luzern
6285,Retschwil,Luzern
6285,Hitzkirch,Luzern
6286,Altwis,Luzern
6287,Aesch LU,Luzern
6288,Schongau,Luzern
6289,Müswangen,Luzern
6289,Hämikon,Luzern
6294,Ermensee,Luzern
6295,Mosen,Luzern
6300,Zug,Zug
6300,Zugerberg,Zug
6312,Steinhausen,Zug
6313,Edlibach,Zug
6313,Finstersee,Zug
6313,Menzingen,Zug
6314,Neuägeri,Zug
6314,Unterägeri,Zug
6315,Morgarten,Zug
6315,Alosen,Zug
6315,Oberägeri,Zug
6317,Oberwil b. Zug,Zug
6318,Walchwil,Zug
6319,Allenwinden,Zug
6330,Cham,Zug
6331,Hünenberg,Zug
6332,Hagendorn,Zug
6333,Hünenberg See,Zug
6340,Baar,Zug
6340,Sihlbrugg,Zug
6343,Buonas,Zug
6343,Risch,Zug
6343,Holzhäusern ZG,Zug
6343,Rotkreuz,Zug
6344,Meierskappel,Luzern
6345,Neuheim,Zug
6353,Weggis,Luzern
6354,Vitznau,Luzern
6356,Rigi Kaltbad,Luzern
6362,Stansstad,Nidwalden
6363,Obbürgen,Nidwalden
6363,Bürgenstock,Nidwalden
6363,Fürigen,Nidwalden
6365,Kehrsiten,Nidwalden
6370,Stans,Nidwalden
6370,Oberdorf NW,Nidwalden
6372,Ennetmoos,Nidwalden
6373,Ennetbürgen,Nidwalden
6374,Buochs,Nidwalden
6375,Beckenried,Nidwalden
6376,Emmetten,Nidwalden
6377,Seelisberg,Uri
6382,Büren NW,Nidwalden
6383,Niederrickenbach,Nidwalden
6383,Wiesenberg,Nidwalden
6383,Wirzweli,Nidwalden
6383,Dallenwil,Nidwalden
6386,Wolfenschiessen,Nidwalden
6387,Oberrickenbach,Nidwalden
6388,Grafenort,Obwalden
6390,Engelberg,Obwalden
6402,Merlischachen,Schwyz
6403,Küssnacht am Rigi,Schwyz
6404,Greppen,Luzern
6405,Immensee,Schwyz
6410,Rigi Klösterli,Schwyz
6410,Rigi Staffel,Schwyz
6410,Rigi Kulm,Schwyz
6410,Rigi Scheidegg,Schwyz
6410,Goldau,Schwyz
6414,Oberarth,Schwyz
6415,Arth,Schwyz
6416,Steinerberg,Schwyz
6417,Sattel,Schwyz
6418,Rothenthurm,Schwyz
6422,Steinen,Schwyz
6423,Seewen SZ,Schwyz
6424,Lauerz,Schwyz
6430,Schwyz,Schwyz
6432,Rickenbach b. Schwyz,Schwyz
6433,Stoos SZ,Schwyz
6434,Illgau,Schwyz
6436,Ried (Muotathal),Schwyz
6436,Bisisthal,Schwyz
6436,Muotathal,Schwyz
6438,Ibach,Schwyz
6440,Brunnen,Schwyz
6441,Rütli,Uri
6442,Gersau,Schwyz
6443,Morschach,Schwyz
6452,Riemenstalden,Schwyz
6452,Sisikon,Uri
6454,Flüelen,Uri
6460,Altdorf UR,Uri
6461,Isenthal,Uri
6462,Seedorf UR,Uri
6463,Bürglen UR,Uri
6464,Spiringen,Uri
6465,Unterschächen,Uri
6466,Bauen,Uri
6467,Schattdorf,Uri
6468,Attinghausen,Uri
6469,Haldi b. Schattdorf,Uri
6472,Erstfeld,Uri
6473,Silenen,Uri
6474,Amsteg,Uri
6475,Bristen,Uri
6476,Intschi,Uri
6482,Gurtnellen,Uri
6484,Wassen UR,Uri
6485,Meien,Uri
6487,Göschenen,Uri
6490,Andermatt,Uri
6491,Realp,Uri
6493,Hospental,Uri
6500,Bellinzona,Tessin
6503,Bellinzona,Tessin
6512,Giubiasco,Tessin
6513,Monte Carasso,Tessin
6514,Sementina,Tessin
6515,Gudo,Tessin
6516,Cugnasco,Tessin
6517,Arbedo,Tessin
6518,Gorduno,Tessin
6523,Preonzo,Tessin
6524,Moleno,Tessin
6525,Gnosca,Tessin
6526,Prosito,Tessin
6527,Lodrino,Tessin
6528,Camorino,Tessin
6532,Castione,Tessin
6533,Lumino,Tessin
6534,S. Vittore,Graubünden
6535,Roveredo GR,Graubünden
6537,Grono,Graubünden
6538,Verdabbio,Graubünden
6540,Castaneda,Graubünden
6541,Sta. Maria in Calanca,Graubünden
6542,Buseno,Graubünden
6543,Arvigo,Graubünden
6544,Braggio,Graubünden
6545,Selma,Graubünden
6546,Cauco,Graubünden
6547,Augio,Graubünden
6548,Rossa,Graubünden
6549,Laura,Graubünden
6556,Leggia,Graubünden
6557,Cama,Graubünden
6558,Lostallo,Graubünden
6562,Soazza,Graubünden
6563,Mesocco,Graubünden
6565,S. Bernardino,Graubünden
6571,Indemini,Tessin
6572,Quartino,Tessin
6573,Magadino,Tessin
6574,Vira (Gambarogno),Tessin
6575,Vairano,Tessin
6575,S. Nazzaro,Tessin
6576,Gerra (Gambarogno),Tessin
6577,Ranzo,Tessin
6578,Caviano,Tessin
6579,Piazzogna,Tessin
6582,Pianezzo,Tessin
6583,S. Antonio (Val Morobbia),Tessin
6584,Carena,Tessin
6592,S. Antonino,Tessin
6593,Cadenazzo,Tessin
6594,Contone,Tessin
6595,Riazzino,Tessin
6596,Gordola,Tessin
6597,Agarone,Tessin
6598,Tenero,Tessin
6599,Robasacco,Tessin
6600,Locarno,Tessin
6600,Muralto,Tessin
6600,Solduno,Tessin
6605,Monte Brè sopra Locarno,Tessin
6605,Locarno,Tessin
6611,Mosogno,Tessin
6611,Gresso,Tessin
6611,Crana,Tessin
6612,Ascona,Tessin
6613,Porto Ronco,Tessin
6614,Isole di Brissago,Tessin
6614,Brissago,Tessin
6616,Losone,Tessin
6618,Arcegno,Tessin
6622,Ronco sopra Ascona,Tessin
6631,Corippo,Tessin
6632,Vogorno,Tessin
6633,Lavertezzo,Tessin
6634,Brione (Verzasca),Tessin
6635,Gerra (Verzasca),Tessin
6636,Frasco,Tessin
6637,Sonogno,Tessin
6644,Orselina,Tessin
6645,Brione sopra Minusio,Tessin
6646,Contra,Tessin
6647,Mergoscia,Tessin
6648,Minusio,Tessin
6652,Tegna,Tessin
6653,Verscio,Tessin
6654,Cavigliano,Tessin
6655,Verdasio,Tessin
6655,Rasa,Tessin
6655,Intragna,Tessin
6656,Golino,Tessin
6657,Palagnedra,Tessin
6658,Borgnone,Tessin
6659,Moneto,Tessin
6659,Camedo,Tessin
6661,Auressio,Tessin
6661,Berzona,Tessin
6661,Loco,Tessin
6662,Russo,Tessin
6663,Comologno,Tessin
6663,Spruga,Tessin
6664,Vergeletto,Tessin
6670,Avegno,Tessin
6672,Gordevio,Tessin
6673,Maggia,Tessin
6674,Riveo,Tessin
6674,Someo,Tessin
6675,Cevio,Tessin
6676,Bignasco,Tessin
6677,Moghegno,Tessin
